PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2015_WASHINGTON,WASHINGTON,2015,1072359,13709442,1036422,8293812,4379208,13630138,6508964,4510672,546926,1601069,13733,79692,82404,79483,89258,656797,336808,1087030,245,287,226,267
2015_WEST_VIRGINIA,WEST_VIRGINIA,2015,279565,3478401,362959,1979466,1135976,3466981,1819903,1161944,233836,232738,15077,20163,19814,20426,18432,162070,80142,277452,235,271,216,260
2015_WISCONSIN,WISCONSIN,2015,861813,11637376,814385,5869265,4953726,11553677,5723474,3691809,513402,894823,55907,58078,60999,61084,66253,489919,263896,867800,243,289,223,270
2015_WYOMING,WYOMING,2015,93867,1962874,120290,1116917,725667,1942406,895910,565489,52520,409425,509,7841,7551,6902,6299,59453,26914,94717,247,287,228,269
2016_ALABAMA,ALABAMA,2016,734652,7498567,797631,4097696,2603240,7708845,3865453,2439634,602452,610743,14755,55474,57945,55055,52320,452063,222638,744930,,,,
2016_ALASKA,ALASKA,2016,132477,2494691,307320,1613675,573696,2623014,1251738,983877,91536,255041,3246,10274,10320,9410,9740,80644,38573,132737,,,,
2016_ARIZONA,ARIZONA,2016,938274,8503034,1160908,3440726,3901400,7987011,3872250,2913176,490641,528694,9704,79760,89184,86312,86960,694046,339195,1123137,,,,
2016_ARKANSAS,ARKANSAS,2016,479177,5401016,593656,4122377,684983,5434193,2658253,1802769,289916,518181,16181,36917,38598,36351,32881,297045,143085,493447,,,,
2016_CALIFORNIA,CALIFORNIA,2016,6217031,89217262,7709079,50904567,30603616,85320133,42587272,26058021,3995951,6786142,80903,535379,471141,472340,484169,3747077,1939323,6309138,,,,
2016_COLORADO,COLORADO,2016,880678,10123271,713914,4365019,5044338,9878524,4786838,3333043,399899,880204,32452,64011,69376,67659,66244,543056,265500,905019,,,,
2016_CONNECTICUT,CONNECTICUT,2016,499494,11419673,468595,4411204,6539874,10826431,6110631,3307162,380996,620905,18536,36621,39859,41128,40831,313686,166275,535118,,,,
2016_DELAWARE,DELAWARE,2016,121225,2043577,134412,1172219,736946,2041952,1126775,588181,130187,104579,1761,9894,10612,10299,9001,84105,40504,136264,,,,
2016_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2016,48336,1329719,154922,0,1174797,1322563,594396,369131,43753,315283,12544,7574,6295,4557,3800,46680,19052,85850,,,,
2016_FLORIDA,FLORIDA,2016,2776933,28125598,3147329,10963807,14014462,27945116,15212112,8286140,1841593,1983363,60332,201060,212595,208336,197881,1707618,847781,2816791,,,,
2016_GEORGIA,GEORGIA,2016,1727085,19403453,1807371,8771192,8824890,19158388,10534931,5554271,1029127,1834767,47430,127056,137963,130777,111538,1071088,518772,1764346,,,,
2016_HAWAII,HAWAII,2016,181995,3030519,261131,2710361,59027,2733094,1468044,901508,146892,216650,1648,14652,15459,13091,10574,114606,50216,181550,,,,
2016_IDAHO,IDAHO,2016,274849,2266490,240322,1454830,571338,2100980,1171313,689190,111297,74932,2536,21085,23765,22818,21084,184940,88576,297200,,,,
2016_ILLINOIS,ILLINOIS,2016,2030717,32908958,2331724,12053316,18523918,33037244,17804976,10426170,992684,2015647,85018,134735,151903,150595,148457,1188945,618016,2026718,,,,
2016_INDIANA,INDIANA,2016,1002696,12732161,954837,7780711,3996613,11535287,5730602,3663349,565820,986746,18882,76874,78034,78029,77503,628775,323736,1049547,,,,
2016_IOWA,IOWA,2016,508014,6919477,464852,3583134,2871491,6972412,3447707,1978260,268349,889597,29307,38178,37830,36538,36567,295181,147165,509831,,,,
2016_KANSAS,KANSAS,2016,495545,6069563,453922,3949517,1666124,6134836,3006786,1685306,249622,964098,19302,35750,37692,35948,33784,293687,141881,494347,,,,
2016_KENTUCKY,KENTUCKY,2016,686440,7745928,880296,4269100,2596532,7786281,3917968,2425472,490641,736079,26902,48888,52487,50098,44668,409089,198579,684017,,,,
2016_LOUISIANA,LOUISIANA,2016,660561,8397136,1021465,3480353,3895318,8248660,4095916,2789031,421043,577609,27974,53103,56267,51612,42432,435129,200087,716293,,,,
2016_MAINE,MAINE,2016,179879,2845391,185803,1074641,1584947,2706103,1437164,938187,116281,95951,5437,12650,13561,13500,13868,106851,55574,180512,,,,
2016_MARYLAND,MARYLAND,2016,879196,14409321,823599,6334951,7250771,13992191,7779504,4338868,397653,1055665,30945,64472,69182,64522,58303,535023,255781,886221,,,,
2016_MASSACHUSETTS,MASSACHUSETTS,2016,921029,17484704,765043,6770086,9949575,17037880,9991819,4970289,504388,945525,29633,66249,72481,72576,71002,570604,295336,964514,,,,
2016_MICHIGAN,MICHIGAN,2016,1335713,19416061,1552824,10727785,7135452,18001445,9113469,5899097,847846,1062838,48416,115715,111742,113678,115605,880590,479976,1528666,,,,
2016_MINNESOTA,MINNESOTA,2016,811157,12186135,634332,7887346,3664457,12848946,6548885,3016934,954208,1743709,18960,63295,67087,64856,70215,524829,267937,875021,,,,
2016_MISSISSIPPI,MISSISSIPPI,2016,486245,4755399,690724,2411621,1653054,4631356,2407637,1551274,287245,335067,5361,36652,39282,35049,29717,298563,134814,483150,,,,
2016_MISSOURI,MISSOURI,2016,891554,10893231,924655,4568867,5399709,10719882,5488433,3298811,630287,890008,31808,66052,70736,67278,63744,549447,267733,915040,,,,
2016_MONTANA,MONTANA,2016,145240,1800909,220340,840804,739765,1879789,973199,599074,85351,179414,1066,11678,11687,11044,9819,91593,42038,146375,,,,
2016_NEBRASKA,NEBRASKA,2016,315542,4398811,346826,1437048,2614937,4640422,2526973,1149107,206577,641968,16467,22283,22378,23178,23597,187301,93143,319194,,,,
2016_NEVADA,NEVADA,2016,441623,4482886,401323,2816911,1264652,4374249,2288790,1505591,184055,224494,5426,34626,38160,35895,32940,293071,139723,473744,,,,
2016_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2016,179682,3150473,169166,1004753,1976554,3124778,1743022,959654,76229,137180,3965,11430,13644,14167,13502,108207,57280,180888,,,,
2016_NEW_JERSEY,NEW_JERSEY,2016,1364473,30012666,1187430,11681799,17143437,29665476,15831343,9549742,1375737,1414861,62149,91197,101704,100200,98490,794477,402880,1410421,,,,
2016_NEW_MEXICO,NEW_MEXICO,2016,319861,3765069,506995,2591444,666630,3729397,1733158,1212080,156882,551143,7430,24301,26358,24901,21423,204676,99856,336263,,,,
2016_NEW_YORK,NEW_YORK,2016,2590945,66912661,3369803,27437593,36105265,68282026,43964520,15883500,1599317,4656189,65600,194163,203159,200060,193375,1603446,818799,2729776,,,,
2016_NORTH_CAROLINA,NORTH_CAROLINA,2016,1462036,13448045,1557900,8287126,3603019,14207389,8060544,4102549,754102,912783,18782,114414,122411,118048,102028,947000,468113,1550062,,,,
2016_NORTH_DAKOTA,NORTH_DAKOTA,2016,108384,1788749,155453,985365,647931,1963630,867650,474679,117979,412047,2665,8843,8678,7938,7376,67741,30457,109706,,,,
2016_OHIO,OHIO,2016,1595024,23766529,1680983,9277802,12807744,23352516,12247509,7357292,956321,1854842,36148,122516,129706,131039,121467,1031694,519785,1710143,,,,
2016_OKLAHOMA,OKLAHOMA,2016,672777,6103728,689756,2909651,2504321,6184152,3047217,2011100,416151,641979,41249,52194,52289,49235,42672,409754,189045,693903,,,,
2016_OREGON,OREGON,2016,574252,7418055,582560,3861438,2974057,7501954,3834741,2367410,255562,686104,,41796,46094,43950,47459,356642,180509,578947,,,,
2016_PENNSYLVANIA,PENNSYLVANIA,2016,1572593,31077289,1904293,11181046,17991950,30925177,16717308,8464573,1079198,1793713,7859,122763,133723,133577,132246,1053049,543826,1727497,,,,
2016_RHODE_ISLAND,RHODE_ISLAND,2016,133856,2401541,175379,940989,1285173,2358654,1340088,811796,90433,45441,2498,10059,11055,10839,10044,86314,43279,142150,,,,
2016_SOUTH_CAROLINA,SOUTH_CAROLINA,2016,743320,9161667,840786,4262164,4058717,9187299,4274682,3013294,458918,1073334,25613,55424,60797,56176,48257,466891,223322,771250,,,,
2016_SOUTH_DAKOTA,SOUTH_DAKOTA,2016,134045,1455737,196644,438629,820464,1475864,730176,440580,78149,192504,3290,11643,10866,9728,8708,83779,37590,136302,,,,
2016_TENNESSEE,TENNESSEE,2016,999265,9585331,1095415,4395757,4094159,9680512,5401812,2915193,569611,553997,27987,74667,78472,73711,68852,605373,293535,1001562,,,,
2016_TEXAS,TEXAS,2016,5053291,58284155,5953348,22004299,30326508,59314884,27862199,15169007,2855527,8332612,248116,372019,411117,392421,332969,3215536,1525178,5360849,,,,
2016_UTAH,UTAH,2016,580215,4952923,394060,2533573,2025290,4923657,2591600,1217100,286744,707988,15280,48264,52802,49498,45277,407669,188588,659801,,,,
2016_VERMONT,VERMONT,2016,87974,2112365,111891,1614518,385956,2082696,1013209,583178,56289,42911,8498,5822,6194,6117,6187,48535,25573,88428,,,,
2016_VIRGINIA,VIRGINIA,2016,1283493,16259274,1058146,6297587,8903541,16497520,8944614,5164699,643506,1161323,33281,90800,99258,95234,90500,773615,389330,1287026,,,,
2016_WASHINGTON,WASHINGTON,2016,1083973,14964364,1097684,9211201,4655479,15253296,7087365,4904575,577606,2204059,13933,81102,86114,81039,90645,667327,339349,1101711,,,,
2016_WEST_VIRGINIA,WEST_VIRGINIA,2016,276764,3391579,358068,1863062,1170449,3366566,1804235,1127255,236487,181392,14949,19869,20324,19931,18155,159595,79442,273855,,,,
2016_WISCONSIN,WISCONSIN,2016,857736,11697466,782610,5986763,4928093,11787535,5760418,3691439,508013,1082849,55436,57332,62408,61432,66303,488983,262681,864432,,,,
2016_WYOMING,WYOMING,2016,94511,2044669,123012,1175899,745758,2034229,921494,585700,53570,454302,664,7584,7642,7135,6262,58998,26924,94170,,,,
